Title,Artist,Album,Duration,"Media Type"
"Open House","John Cale and Lou Reed","Songs for Drella",00:04:17,track
"Style It Takes","John Cale and Lou Reed","Songs for Drella",00:02:54,track
"Too Young","John Lee Hooker","Chill Out",00:04:42,track
"We'll Meet Again","John Lee Hooker","Chill Out",00:03:58,track
"Chill Out (Things Gonna Change)","John Lee Hooker and Santana","Guitar Legends",00:04:45,track
"Je Ne T'Aime Plus","Manu Chao",Clandestino,00:02:03,track
"Bells Of Freedom","Marianne Faithful","Come My Way",00:02:04,track
"Blowin' In The Wind","Marianne Faithful","Come My Way",00:03:08,track
"Mary Ann","Marianne Faithful","Come My Way",00:01:45,track
"Sister Morphine","Marianne Faithful","Come My Way",00:05:30,track
"Boulevard of broken Dreams (l","Marianne Faithfull","Rare Tracks",00:02:06,track
"Crazy Lady Blues","Marianne Faithfull","Rich Kid Blues",00:02:03,track
"Deep Water","Marianne Faithfull","Give My Love To London",00:03:07,track
Greensleeves,"Marianne Faithfull","Marianne Faithfull",00:02:48,track
"Great Expectations","Marianne Faithfull","Vagabond Ways",00:03:13,track
"Hang it on your Heart","Marianne Faithfull","Rare Tracks",00:02:21,track
"Horses and high heels","Marianne Faithfull","Horses and High Heels",00:03:53,track
"I'm A Loser","Marianne Faithfull","Marianne Faithfull",00:02:16,track
"I'll Keep It With Mine","Marianne Faithfull","Strange Weather",00:03:47,track
"If I Never Get To Love You","Marianne Faithfull","Marianne Faithfull",00:02:17,track
"In My Time Of Sorrow","Marianne Faithfull","Marianne Faithfull",00:02:25,track
"Love, Life And Money","Marianne Faithfull","Strange Weather",00:04:08,track
"Mack The Knife","Marianne Faithfull","20th Century Blues",00:03:32,track
"Madame George","Marianne Faithfull","Rare Tracks",00:03:08,track
"Ne Me Quitte Pas","Marianne Faithfull","Love In A Mist [Japan]",00:02:36,track
"Nobody's fault","Marianne Faithfull","Kissin Time",00:06:28,track
"Penthouse Serenade (When We're Alone)","Marianne Faithfull","Strange Weather",00:02:37,track
"Scarborough Fair","Marianne Faithfull",Unknown,00:03:01,track
"Serve Somebody","Marianne Faithfull","Rare Tracks",00:02:24,track
"Song for Nico","Marianne Faithfull","Kissin Time",00:03:59,track
"The Mystery Of Love","Marianne Faithfull","Before The Poison",00:03:51,track
"Tower Of Song","Marianne Faithfull","Vagabond Ways",00:04:35,track
"Working Class Hero","Marianne Faithfull","Broken English",00:04:42,track
Yesterday,"Marianne Faithfull","Go Away From My World",00:02:18,track
"Young Girl Blues","Marianne Faithfull","Love In A Mist [Japan]",00:03:39,track
"Mr. Tambourine Man",Melanie,"Born To Be",00:04:24,track
"Rock 'n Roll Heart",Melanie,"Melanie On Air",00:05:15,track
"Summer of Love II",Melanie,"Beautiful People: The Greatest Hits of Melanie",00:04:35,track
"Tuning My Guitar",Melanie,"Melanie On Air",00:04:13,track
"Pine And Feather",Melanie,Madrugada,00:02:10,track
"Purple Haze",Melanie,"Acoustic Blue",00:03:29,track
"Some Say (I Got Devil)",Melanie,"Gather Me",00:03:08,track
"Unchained Melody",Melanie,Unknown,00:03:43,track
"What Wonderous Love",Melanie,"Gather Me",00:03:54,track
"Brother, My Cup is Empty","Nick Cave & The Bad Seeds","Henry's Dream",00:03:02,track
"Wild Horses",Melanie,Madrugada,00:06:44,track
"(Are You) The One That I've Been Waiting For?","Nick Cave & The Bad Seeds","The Boatman's Call",00:04:05,track
"And No More Shall We Part","Nick Cave & The Bad Seeds","No More Shall We Part [lcdstumm164]",00:04:00,track
"Black Hair","Nick Cave & The Bad Seeds","The Boatman's Call",00:04:14,track
"As I Sat Sadly By Her Side","Nick Cave & The Bad Seeds","No More Shall We Part [lcdstumm164]",00:06:15,track
"Brompton Oratory","Nick Cave & The Bad Seeds","The Boatman's Call",00:04:06,track
"Death Is Not The End (Feat. PJ Harvey, Shane MacGowan etc.)","Nick Cave & The Bad Seeds","Murder Ballads [9 46195-2]",00:04:27,track
"Crow Jane","Nick Cave & The Bad Seeds","Murder Ballads [9 46195-2]",00:04:14,track
"Far From Me","Nick Cave & The Bad Seeds","The Boatman's Call",00:05:33,track
"Foi Na Cruz","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:05:40,track
"Green Eyes","Nick Cave & The Bad Seeds","The Boatman's Call",00:03:32,track
"Henry Lee (Feat. PJ Harvey)","Nick Cave & The Bad Seeds","Murder Ballads [9 46195-2]",00:03:58,track
"Hey Joe","Nick Cave & The Bad Seeds","Kicking Against The Pricks [1992, ALCB-650]",00:03:56,track
"Into My Arms","Nick Cave & The Bad Seeds","The Boatman's Call",00:04:15,track
"I Had A Dream, Joe","Nick Cave & The Bad Seeds","Henry's Dream [1996, 9016-2]",00:03:42,track
"Idiot Prayer","Nick Cave & The Bad Seeds","The Boatman's Call",00:04:21,track
"Lime-Tree Arbour","Nick Cave & The Bad Seeds","The Boatman's Call",00:02:57,track
Lament,"Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:04:54,track
Lucy,"Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:04:19,track
"Papa Won't Leave You Henry","Nick Cave & The Bad Seeds","Live Seeds [CD STUMM122]",00:06:28,track
"People Ain't No Good","Nick Cave & The Bad Seeds","The Boatman's Call",00:05:41,track
"Push The Sky Away","Nick Cave & The Bad Seeds","Push The Sky Away [BS001CD]",00:04:09,track
"Sorrow's Child","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:04:39,track
"Sunday's Slave","Nick Cave & The Bad Seeds","Tender Prey [1996, 9 61059-2]",00:03:41,track
"The Curse Of Millhaven","Nick Cave & The Bad Seeds","Murder Ballads [9 46195-2]",00:06:55,track
"The Good Son","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:06:03,track
"The Hammer Song","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:04:17,track
"The Mercy Seat","Nick Cave & The Bad Seeds","Live Seeds [CD STUMM122]",00:04:46,track
"The Ship Song","Nick Cave & The Bad Seeds","Live Seeds [CD STUMM122]",00:04:19,track
"The Train Song","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:04:45,track
"The Weeping Song","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:04:25,track
"The Witness Song","Nick Cave & The Bad Seeds","The Good Son [ALCB-47]",00:05:57,track
"There Is A Kingdom","Nick Cave & The Bad Seeds","The Boatman's Call",00:04:52,track
"We No Who U R","Nick Cave & The Bad Seeds","Push The Sky Away [BS001CD]",00:04:05,track
"West Country Girl","Nick Cave & The Bad Seeds","The Boatman's Call",00:02:46,track
"Where The Wild Roses Grow (Feat. Kylie Minogue)","Nick Cave & The Bad Seeds","Murder Ballads [9 46195-2]",00:03:57,track
"Where Do We Go Now But Nowhere","Nick Cave & The Bad Seeds","The Boatman's Call",00:05:45,track
"Watching TV","Roger Waters","Amused to Death",00:06:07,track
"Somewhere Over The Rainbow","Ray Charles",Unknown,00:04:09,track
"Happy people",coma.fm,Unknown,00:00:23,track
"A Marriage","Kate Fenner",Unknown,00:05:11,track
"Song & Dance","Kate Fenner",Unknown,00:03:07,track
"The Yield","Kate Fenner",Unknown,00:03:36,track
"You're a Big Girl","Kate Fenner",Unknown,00:04:40,track
"Viva Las Vegas","Reverend Horton Heat","Whole New Life",00:02:52,track
"Surfin Mir","The Gagarins",Unknown,00:02:40,track
Vodka,"The Gagarins",Unknown,00:01:56,track
"Vostok 9","The Gagarins",Unknown,00:02:39,track
June,"MonaLisa Twins",Unknown,00:03:11,track
"Nothing Is In Vain","MonaLisa Twins",Unknown,00:05:34,track
"Friday On My Mind","MonaLisa Twins",Unknown,00:02:55,track
"Free Bird","Kerri Powers",Unknown,00:04:31,track
"Holy Are We","Rachael Kilgour",Unknown,00:03:23,track
"Hold Over Me","Sierra Ferrell",Unknown,00:02:48,track
Alone,"Robyn Adele Anderson",Unknown,00:03:20,track
"The Way She Looked at You","Sarah Shook & the Disarmers",Unknown,00:04:20,track
"Out of Bed","Say Sue Me",Unknown,00:04:28,track
"Nowhere Latitude","The Di Maggio Connection",Unknown,00:04:58,track
"I Wanna Spend Christmas With Elvis",Ukulena,Unknown,00:02:23,track
"Can't Take It No More",RvB,"Shout the Blues",00:02:12,track
"Cold Women",RvB,"Shout the Blues",00:03:04,track
"Hand in Your Back Pocket",RvB,"Shout the Blues",00:02:46,track
"I Got a Right To Shout The Blues",RvB,"Shout the Blues",00:03:20,track
"I Got the Last Laugh Now",RvB,"Shout the Blues",00:02:55,track
"River Flows Down",RvB,"Shout the Blues",00:03:08,track
"That's What's Knocking Me Out",RvB,"Shout the Blues",00:02:39,track
"Stay Ex if You Ex",RvB,"Shout the Blues",00:03:45,track
"Swing With Sammy",RvB,"Shout the Blues",00:02:55,track
"Troubles Goodbye",RvB,"Shout the Blues",00:02:29,track
"Well Oh Well",RvB,Unknown,00:02:22,track
"Well-la, well-la Baby-la",RvB,"Shout the Blues",00:02:39,track
"Under Pressure","David Bowie & Queen",Unknown,00:04:02,track
"Bobby Brown Goes Down","Frank Zappa","The Best Of Frank Zappa",00:02:50,track
"Cosmik Debris","Frank Zappa","The Best Of Frank Zappa",00:04:15,track
"I'm The Slime","Frank Zappa","The Best Of Frank Zappa",00:03:36,track
"Joe's Garage (Single Version)","Frank Zappa","The Best Of Frank Zappa",00:04:09,track
"If I Fell","MonaLisa Twins","One More Time",00:02:40,track
'39,Queen,"A Night at the Opera",00:03:30,track
"Death On Two Legs",Queen,"A Night at the Opera",00:03:43,track
"Crazy Little Thing Called Love",Queen,"Greatest Hits I",00:02:44,track
"Don't Stop Me Now",Queen,"Greatest Hits I",00:03:31,track
Delilah,Queen,Innuendo,00:03:35,track
"Good Old-Fashioned Lover Boy",Queen,"A Day At The Races (2011 Remaster)",00:02:53,track
"I Can't Live With You",Queen,Innuendo,00:04:33,track
"Is This The World We Created...?",Queen,"The Works",00:02:16,track
"It's A Hard Life",Queen,"Greatest Hits II",00:04:09,track
"Killer Queen",Queen,"Greatest Hits I",00:03:02,track
"Let Me Live",Queen,"Greatest Hits III",00:04:45,track
"One Year Of Love",Queen,"Greatest Hits III",00:04:19,track
"Play The Game",Queen,"Greatest Hits I",00:03:33,track
"Seaside Rendezvous",Queen,"A Night at the Opera",00:02:17,track
Scandal,Queen,"Greatest Hits III",00:04:24,track
"Too Much Love Will Kill You",Queen,"Greatest Hits III",00:04:18,track
"Cat Black (The Wizard's Hat)","T. Rex","Born to Boogie - The Collection",00:02:51,track
Мексиканець,Zwyntar,"Мертві голоси",00:03:56,track
Кажани,Zwyntar,"Мертві голоси",00:04:34,track
Микола,Zwyntar,"Мертві голоси",00:04:23,track
"Мертві голоси",Zwyntar,"Мертві голоси",00:03:54,track
"Мої сестри — відьми",Zwyntar,"Мертві голоси",00:03:51,track
"Півні (feat. Tash Twisted)",Zwyntar,"Мертві голоси",00:03:17,track
Муншайн,Zwyntar,"Мертві голоси",00:03:10,track
Човен,Zwyntar,"Мертві голоси",00:05:13,track
"Face Like Tom Stone","A Pony Named Olga",Unknown,00:03:19,track
"Old 'n Cold","A Pony Named Olga",Unknown,00:03:54,track
"Blues Calls My Name","The Di Maggio Connection",Unknown,00:03:02,track
"Bitters End","Bryan Ferry and His Orchestra",Bitter-Sweet,00:02:27,track
"Reason or Rhyme","Bryan Ferry and His Orchestra",Bitter-Sweet,00:03:42,track
"Sea Breezes","Bryan Ferry and His Orchestra",Bitter-Sweet,00:03:01,track
"Audrey’s Dance","Angelo Badalamenti","Twin Peaks (Limited Event Series Soundtrack)",00:05:27,track
"Laura Palmer’s Theme (Love Theme From Twin Peaks)","Angelo Badalamenti","Twin Peaks (Limited Event Series Soundtrack)",00:04:48,track
"The Chair","Angelo Badalamenti","Twin Peaks (Limited Event Series Soundtrack)",00:04:31,track
"Saturday (Instrumental)",Chromatics,"Twin Peaks (Limited Event Series Soundtrack)",00:03:14,track
"Windswept (Reprise)","Johnny Jewel","Twin Peaks (Limited Event Series Soundtrack)",00:03:53,track
"Just You","James Marshall","Twin Peaks (Music from the Limited Event Series)",00:03:35,track
"The World Spins","Julee Cruise","Twin Peaks (Music from the Limited Event Series)",00:06:37,track
Tarifa,"Sharon Van Etten","Twin Peaks (Music from the Limited Event Series)",00:04:46,track
"I Love How You Love Me","The Paris Sisters","Always Heavenly - The Paris Sisters Anthology",00:02:10,track
"Bad things","Heatwaves & Freddie Dilevi",Unknown,00:02:57,track
Honey,"Hot Work",Unknown,00:03:00,track
"The Last Ride to El Dorado","Quentin Brothers",Unknown,00:02:59,track
Headstrong,"Robyn Adele Anderson",Unknown,00:03:25,track
"Bad Woman","Harry Jordan",Unknown,00:02:11,track
"Devils Been Keeping My Seat Warm","Harry Jordan",Unknown,00:02:47,track
"Magic 8 Ball","Harry Jordan",Unknown,00:02:22,track
"I’m Your Man ","Shovels and Rope feat. John Fullbright",Unknown,00:04:26,track
"The Air That I Breathe feat. Indianola","Shovels and Rope",Unknown,00:04:35,track
"You Never Can Tell","Shovels and Rope",Unknown,00:02:20,track
"(What's So Funny 'Bout) Peace, Love, And Understanding (with Lucius)","Shovels & Rope","Busted Jukebox: Volume 1",00:03:52,track
"Nothing Takes The Place Of You (with JD McPherson)","Shovels & Rope","Busted Jukebox: Volume 1",00:03:57,track
"Patience (with The Milk Carton Kids)","Shovels & Rope","Busted Jukebox: Volume 1",00:05:25,track
"Perfect Day","Shovels & Rope with Preservation Hall Jazz Band","Busted Jukebox: Volume 1",00:03:50,track
"Funeral song","Zukkor Zzov",Unknown,00:01:43,track
"Down in the willow garden","Zukkor Zzov",Unknown,00:03:40,track
"Last porridge for Goblin","Zukkor Zzov",Unknown,00:03:34,track
Labyrinth,"Zukkor Zzov",Unknown,00:02:50,track
"Me and the devil","Zukkor Zzov",Unknown,00:02:49,track
"Ode to a heart","Zukkor Zzov",Unknown,00:02:58,track
"Shots in the air","Zukkor Zzov",Unknown,00:03:11,track
"Wife of the wolf","Zukkor Zzov",Unknown,00:02:21,track
"Siren's song","Zukkor Zzov",Unknown,00:03:16,track
"Jumba Rumba","Familia Perkalaba",Unknown,00:04:18,track
"Funeral Cabaret","Familia Perkalaba",Unknown,00:05:15,track
Ma,"Familia Perkalaba",Unknown,00:04:17,track
Бабамоя,"Familia Perkalaba",Unknown,00:04:53,track
Живиця,"Familia Perkalaba",Unknown,00:03:36,track
Кобибиви,"Familia Perkalaba",Unknown,00:05:04,track
"Мадам Газель","Familia Perkalaba",Unknown,00:05:11,track
Пілот,"Familia Perkalaba",Unknown,00:04:20,track
Папіра,"Familia Perkalaba",Unknown,00:05:12,track
Танго,"Familia Perkalaba",Unknown,00:03:50,track
Ципа,"Familia Perkalaba",Unknown,00:04:47,track
"Out Of This World","Screamin' Rebel Angels",Unknown,00:02:48,track
"Hitch Hike","Screamin' Rebel Angels",Unknown,00:02:52,track
"Bumble Bee","Screamin' Rebel Angels",Unknown,00:02:14,track
"I Don't Want To Fight","Screamin' Rebel Angels",Unknown,00:03:47,track
"Ancient Winds","The Madeira","Center of the Surf",00:02:45,track
"Hail, Poseidon!","The Madeira","Center of the Surf",00:03:59,track
Ricochet,"The Madeira","Center of the Surf",00:03:29,track
Undercurrents,"The Madeira","Center of the Surf",00:02:33,track
"I do I do","Heatwaves & Freddie Dilevi",Unknown,00:02:34,track
"Less Festive Days","Lauren O'Connell",Unknown,00:03:16,track
"The Story of My Love (2018)","Sasha Nabokova",Unknown,00:02:59,track
"Deadly Day","Crystal & Runnin' Wild","The Midnight Creature",00:02:33,track
"Little By Little","Crystal & Runnin' Wild","The Midnight Creature",00:02:04,track
"Set Me Free","Crystal & Runnin' Wild","The Midnight Creature",00:02:51,track
"Take Me Home","Crystal & Runnin' Wild","The Midnight Creature",00:02:33,track
"The Midnight Creature","Crystal & Runnin' Wild","The Midnight Creature",00:02:30,track
"Crazy About You","Natascha & The Spy Boys",Unknown,00:04:38,track
"I Want A Little Sugar","Natascha & The Spy Boys",Unknown,00:04:34,track
"It's Raining Again","Natascha & The Spy Boys",Unknown,00:04:11,track
"Remember Me","Natascha & The Spy Boys",Unknown,00:03:46,track
"Free World","Kirsty McColl",Unknown,00:02:36,track
Innocence,"Kirsty McColl",Unknown,00:04:00,track
"Miss Otis Regrets","Kirsty McColl",Unknown,00:02:49,track
"Perfect Day","Kirsty McColl",Unknown,00:03:50,track
"A New England","Kirsty Mccoll",Pop,00:03:39,track
"They don't know","Kirsty McColl","The Indie scene 1979",00:03:06,track
Colours,"The Flower Pot Men","Past Imperfect",00:02:44,track
"Mythological Sunday","The Flower Pot Men","Past Imperfect",00:05:43,track
"A Fairytale Of New York","The Pogues Feat Kirsty Mccoll","The Best Christmas Album In Th",00:04:31,track
"Brown Beach","Les Panches Surfers",Unknown,00:02:57,track
Mapache,"Les Panches Surfers",Unknown,00:01:53,track
Takeshi,"Les Panches Surfers",Unknown,00:02:24,track
"Game Changer","Rachael Kilgour",Unknown,00:04:54,track
"In America","Rachael Kilgour",Unknown,00:04:16,track
"I'm Glad To Do It","Malford Milligan& Southern Aces",Unknown,00:04:44,track
"Hijo De Puta","Mr. Hypno & His Lo-Fi",Unknown,00:02:29,track
"Blue Skies","Robyn Adele Anderson",Unknown,00:02:43,track
"The Wire","Shovels & Rope",Unknown,00:02:57,track
"Fool's Heartbreak","Kalyn Fay",Unknown,00:03:53,track
Hey!,"The Hypnotunez","New Origins (LP)",00:03:05,track
"Wolfe Island Makeout Beach","The Huaraches",Unknown,00:02:47,track
"Blow Me a Kiss","Cass Elliot","Complete Cass Elliot Solo Collection 1968-71 Disc 1",00:02:50,track
"Dream a Little Dream of Me","Cass Elliot","Complete Cass Elliot Solo Collection 1968-71 Disc 1",00:03:41,track
"He's a Runner","Cass Elliot","Complete Cass Elliot Solo Collection 1968-71 Disc 1",00:03:39,track
"It's Getting Better","Cass Elliot","Complete Cass Elliot Solo Collection 1968-71 Disc 1",00:03:00,track
"For As Long As You Need Me","Cass Elliot","Complete Cass Elliot Solo Collection 1968-71 Disc 2",00:02:44,track
"Say Hello","Cass Elliot","Road Is No Place For A Lady",00:03:11,track
"Saturday Suit","Cass Elliot","Road Is No Place For A Lady",00:02:57,track
"[If You're Gonna] Break Another Heart","Cass Elliot","Road Is No Place For A Lady",00:02:23,track
"Sit And Wonder","Dave Mason & Cass Elliot","Dave Mason & Cass Elliot",00:03:35,track
"The Clown","Peter Green","30 Most Slow Blues",00:06:00,track
Suzanna,"The Big Three feat Mama Cass","Big 3 .1963",00:01:57,track
"Insane train","Hellbilly Club",Unknown,00:02:24,track
"Spanish kats attack","Hellbilly Club",Unknown,00:02:23,track
"You'll be my victim","Hellbilly Club",Unknown,00:03:01,track
"The beast is out","Hellbilly Club",Unknown,00:03:26,track
"Western Rose","Short Stack and Sides",Unknown,00:03:24,track
"Bomb the Prom","The Aquaholics",Unknown,00:02:22,track
"Long Long Day","Gin Gypsy","Just Like Candy",00:03:43,track
"Blue (Da Ba Dee​)​","Robyn Adele Anderson",Unknown,00:02:12,track
"Maybe Love","Sharlet Crooks",Unknown,00:03:29,track
Lambada,"The Cholla",Unknown,00:03:53,track
"Bloody Knuckles","The DeLorean Sisters",Unknown,00:02:34,track
"Shake a Hand","The Rockit 88 Band & Meghan Parnell",Unknown,00:04:48,track
"A16 Motorway","Octopus King",Unknown,00:03:53,track
"Poor Blighters","Octopus King",Unknown,00:04:16,track
