artist_raw,artist_canonical,track_count,monitor_priority,ignore,notes
Mama's Broke,Mama's Broke,1,low,false,
Man Or Astro-man?,Man Or Astro-man?,1,low,false,
Mandy Storm,Mandy Storm,1,low,false,
Manfred Mann,Manfred Mann,1,low,false,
Manfred Mann's Earth Band,Manfred Mann's Earth Band,1,low,false,
Mann Drake,Mann Drake,1,low,false,
Manu,Manu,1,low,false,
Manuş-u Âlâ,Manuş-u Âlâ,1,low,false,
Marco Di Maggio and The All Star gang,Marco Di Maggio and The All Star gang,1,low,false,
Marcus Jade,Marcus Jade,1,low,false,
Maria McKee,Maria McKee,1,low,false,
Mariachi Mexteca feat. Hugh Cornwell,Mariachi Mexteca feat. Hugh Cornwell,1,low,false,
Marie Celeste,Marie Celeste,1,low,false,
Marie Laforet,Marie Laforet,1,low,false,
Marilyn Monroe,Marilyn Monroe,1,low,false,
Marina D`amico,Marina D`amico,1,low,false,
Marion Black,Marion Black,1,low,false,
Mariona Smets,Mariona Smets,1,low,false,
Marisa Anderson & Tara Jane O'Neil,Marisa Anderson & Tara Jane O'Neil,1,low,false,
Mark Chesnutt,Mark Chesnutt,1,low,false,
Mark Isham,Mark Isham,1,low,false,
Mark Knopfler,Mark Knopfler,1,low,false,
Markko Polo Adventurers,Markko Polo Adventurers,1,low,false,
Marlon Williams,Marlon Williams,1,low,false,
Marmalade,Marmalade,1,low,false,
Marta Kubišová,Marta Kubišová,1,low,false,
Martha & The Vandellas,Martha & The Vandellas,1,low,false,
Martha Berner,Martha Berner,1,low,false,
Marti Brom,Marti Brom,1,low,false,
Martin Burlas,Martin Burlas,1,low,false,
Martin on the Wire,Martin on the Wire,1,low,false,
Marty Balin,Marty Balin,1,low,false,
Marvin Gaye & Kim Weston,Marvin Gaye & Kim Weston,1,low,false,
Mary Duff,Mary Duff,1,low,false,
Mary Hopkin and Jan Cussick,Mary Hopkin and Jan Cussick,1,low,false,
Mason Williams,Mason Williams,1,low,false,
Massimo Catalano,Massimo Catalano,1,low,false,
Massimo Catalano & Remigio Ducros,Massimo Catalano & Remigio Ducros,1,low,false,
Matt Berninger,Matt Berninger,1,low,false,
Matt Holubowski,Matt Holubowski,1,low,false,
Matteo Brancaleoni,Matteo Brancaleoni,1,low,false,
Matthew Sweet & Susanna Hoffs,Matthew Sweet & Susanna Hoffs,1,low,false,
Maze & Frankie Beverly,Maze & Frankie Beverly,1,low,false,
Mazzy Star,Mazzy Star,1,low,false,
Me and Deboe,Me and Deboe,1,low,false,
Medieval,Medieval,1,low,false,
Meg Birch,Meg Birch,1,low,false,
Meklit Hadero,Meklit Hadero,1,low,false,
Mel Mcdaniel,Mel Mcdaniel,1,low,false,
Melanie Fiona,Melanie Fiona,1,low,false,
Mellow Cats 'N' Kittens,Mellow Cats 'N' Kittens,1,low,false,
Melody Girls Of Ukraine,Melody Girls Of Ukraine,1,low,false,
Mercury Rev,Mercury Rev,1,low,false,
Merv Griffin,Merv Griffin,1,low,false,
Meschiya Lake and The Little Big Horns,Meschiya Lake and The Little Big Horns,1,low,false,
Meshugga Beach Party,Meshugga Beach Party,1,low,false,
MFC Chicken,MFC Chicken,1,low,false,
Micah P. Hinson And The Opera Circuit,Micah P. Hinson And The Opera Circuit,1,low,false,
Michael Arthur Holloway,Michael Arthur Holloway,1,low,false,
Michael Dease,Michael Dease,1,low,false,
Michael Hutchence and London Symphony Orchestra,Michael Hutchence and London Symphony Orchestra,1,low,false,
Michael Stipe & Karen Elson,Michael Stipe & Karen Elson,1,low,false,
Michaela Anne & Caroline Spence,Michaela Anne & Caroline Spence,1,low,false,
Midnight Smoke,Midnight Smoke,1,low,false,
Mighty Joe Castro and the Gravamen,Mighty Joe Castro and the Gravamen,1,low,false,
Mighty Surf Lords,Mighty Surf Lords,1,low,false,
Mike Garson,Mike Garson,1,low,false,
Mike Hurst Orchestra,Mike Hurst Orchestra,1,low,false,
Mike Langston,Mike Langston,1,low,false,
Mike Ness,Mike Ness,1,low,false,
Mike Oldfield,Mike Oldfield,1,low,false,
Mike Patton,Mike Patton,1,low,false,
Mike Ronson,Mike Ronson,1,low,false,
Miles Davis & Hank Mobley & Wynton Kelly & Paul Chambers & Jimmy Cobb,Miles Davis & Hank Mobley & Wynton Kelly & Paul Chambers & Jimmy Cobb,1,low,false,
Miles Davis & John Coltrane & Bill Evans,Miles Davis & John Coltrane & Bill Evans,1,low,false,
Miles Davis & John Coltrane & Red Garland & Paul Chambers & Philly Joe Jones,Miles Davis & John Coltrane & Red Garland & Paul Chambers & Philly Joe Jones,1,low,false,
Miles Davis Quintet,Miles Davis Quintet,1,low,false,
Milky Edwards & The Chamberlings,Milky Edwards & The Chamberlings,1,low,false,
Milky Edwards & the Chamberlings,Milky Edwards & the Chamberlings,1,low,false,
Milla Jovovich,Milla Jovovich,1,low,false,
Millennium,Millennium,1,low,false,
Mimi Roman,Mimi Roman,1,low,false,
Mindy Smith,Mindy Smith,1,low,false,
Minor Mirage,Minor Mirage,1,low,false,
Mireille Mathieu,Mireille Mathieu,1,low,false,
Miss Leslie,Miss Leslie,1,low,false,
Miss Myra and The Moonshiners,Miss Myra and The Moonshiners,1,low,false,
MJJ Jones,MJJ Jones,1,low,false,
Modern Sound Quartet,Modern Sound Quartet,1,low,false,
Molly Tuttle & Golden Highway feat. Ketch Secor,Molly Tuttle & Golden Highway feat. Ketch Secor,1,low,false,
Monica da Silva,Monica da Silva,1,low,false,
Monica Lopez,Monica Lopez,1,low,false,
Morgen Wurde,Morgen Wurde,1,low,false,
Mosquito,Mosquito,1,low,false,
Motorama,Motorama,1,low,false,
Mozartine,Mozartine,1,low,false,
Mr. Blonde,Mr. Blonde,1,low,false,
Mr. Scardinius,Mr. Scardinius,1,low,false,
Mumford & Sons,Mumford & Sons,1,low,false,
Mungo Jerry,Mungo Jerry,1,low,false,
Murder by Death,Murder by Death,1,low,false,
Music Emporium,Music Emporium,1,low,false,
Musica Mundi,Musica Mundi,1,low,false,
My Oh My!,My Oh My!,1,low,false,
Myracle Brah,Myracle Brah,1,low,false,
Nancy Sinatra and Lee Hazlewood,Nancy Sinatra and Lee Hazlewood,1,low,false,
Nancy Wilson,Nancy Wilson,1,low,false,
Nashville Superpickers,Nashville Superpickers,1,low,false,
National Park Radio,National Park Radio,1,low,false,
Necronomikids,Necronomikids,1,low,false,
Neil Innes,Neil Innes,1,low,false,
Nellie Lutcher,Nellie Lutcher,1,low,false,
NEONNOONE,NEONNOONE,1,low,false,
Neononne,Neononne,1,low,false,
New Day Blues Band,New Day Blues Band,1,low,false,
New Orleans Nightcrawlers,New Orleans Nightcrawlers,1,low,false,
New Vaudeville Band,New Vaudeville Band,1,low,false,
Nick Cave & Anita Lane,Nick Cave & Anita Lane,1,low,false,
Nick Cave & Shane MacGowan,Nick Cave & Shane MacGowan,1,low,false,
Nick Cave & Warren Ellis,Nick Cave & Warren Ellis,1,low,false,
"Nick Cave, Anna Maria Jopek & Maciej Malenczuk","Nick Cave, Anna Maria Jopek & Maciej Malenczuk",1,low,false,
Nicolas Godin,Nicolas Godin,1,low,false,
Nicole Atkins & Marissa Nadler,Nicole Atkins & Marissa Nadler,1,low,false,
Nigel Lewis & The Zorchmen,Nigel Lewis & The Zorchmen,1,low,false,
Night Nurse,Night Nurse,1,low,false,
Nim Vind,Nim Vind,1,low,false,
Nina & The Hot Spots,Nina & The Hot Spots,1,low,false,
Nina Simone,Nina Simone,1,low,false,
Nine Inch Nails,Nine Inch Nails,1,low,false,
Nine Lives,Nine Lives,1,low,false,
Ninety,Ninety,1,low,false,
Nino & the Ebb Tides,Nino & the Ebb Tides,1,low,false,
Nitro17,Nitro17,1,low,false,
No Saint,No Saint,1,low,false,
Noah Gundersen & The Forest Rangers,Noah Gundersen & The Forest Rangers,1,low,false,
Noctuid,Noctuid,1,low,false,
Non Stop,Non Stop,1,low,false,
Norma Tanega,Norma Tanega,1,low,false,
NOUSINTHIS,NOUSINTHIS,1,low,false,
O Sister!,O Sister!,1,low,false,
Odds,Odds,1,low,false,
Odetta Hartman,Odetta Hartman,1,low,false,
Olivia Newton John,Olivia Newton John,1,low,false,
Olivia Newton-John,Olivia Newton-John,1,low,false,
Olivier Hoarau,Olivier Hoarau,1,low,false,
Omega,Omega,1,low,false,
Ondine Appel,Ondine Appel,1,low,false,
One Sun One Moon,One Sun One Moon,1,low,false,
Operation Octopus,Operation Octopus,1,low,false,
Orchester Anthony Ventura,Orchester Anthony Ventura,1,low,false,
Orchestra,Orchestra,1,low,false,
Orla Gartland,Orla Gartland,1,low,false,
Orquestra Serenata Tropical,Orquestra Serenata Tropical,1,low,false,
Orson Family,Orson Family,1,low,false,
Os Cavaleiros Temporários,Os Cavaleiros Temporários,1,low,false,
Os Gatunos,Os Gatunos,1,low,false,
Os Marrones Vão Á Praia,Os Marrones Vão Á Praia,1,low,false,
Os Tatuíra,Os Tatuíra,1,low,false,
Oscar D'León,Oscar D'León,1,low,false,
Oscar McLollie & His Honey Jumpers,Oscar McLollie & His Honey Jumpers,1,low,false,
Otis Rush,Otis Rush,1,low,false,
Otis Taylor,Otis Taylor,1,low,false,
Out Of Luck,Out Of Luck,1,low,false,
Outcasts,Outcasts,1,low,false,
Oxamyth,Oxamyth,1,low,false,
P.P. Arnold,P.P. Arnold,1,low,false,
Paddy And The Rats,Paddy And The Rats,1,low,false,
Paper Lace,Paper Lace,1,low,false,
Paquetá,Paquetá,1,low,false,
Par Avion,Par Avion,1,low,false,
Paradush,Paradush,1,low,false,
Pasquale Castiglione & Paolo Casa,Pasquale Castiglione & Paolo Casa,1,low,false,
Patti Labelle,Patti Labelle,1,low,false,
Patty McGovern,Patty McGovern,1,low,false,
Paul & Paula,Paul & Paula,1,low,false,
Paul Brady & The Forest Rangers,Paul Brady & The Forest Rangers,1,low,false,
Paul Conrad,Paul Conrad,1,low,false,
Paul Desmond,Paul Desmond,1,low,false,
Paul Durham,Paul Durham,1,low,false,
Paul Galaxy & The Galactix,Paul Galaxy & The Galactix,1,low,false,
Paul Hampton,Paul Hampton,1,low,false,
Paul Kossoff,Paul Kossoff,1,low,false,
Paul McCartney And Wings,Paul McCartney And Wings,1,low,false,
"Paul Motian, Bill Frisell, Joe Lovano","Paul Motian, Bill Frisell, Joe Lovano",1,low,false,
Paul Pritchard,Paul Pritchard,1,low,false,
Paul Robeson,Paul Robeson,1,low,false,
Paul Whiteman & Johnny Hauser,Paul Whiteman & Johnny Hauser,1,low,false,
Paula Watson,Paula Watson,1,low,false,
Pearl Bailey,Pearl Bailey,1,low,false,
Pearl Django & Lance Buller,Pearl Django & Lance Buller,1,low,false,
Peggy Lee Vs Iggy Pop,Peggy Lee Vs Iggy Pop,1,low,false,
Percy Faith,Percy Faith,1,low,false,
Perrey & Kingsley,Perrey & Kingsley,1,low,false,
Pete Galub & Matt Kanelos,Pete Galub & Matt Kanelos,1,low,false,
Peter & Gordon,Peter & Gordon,1,low,false,
Peter and The Wolves,Peter and The Wolves,1,low,false,
Peter McConnell,Peter McConnell,1,low,false,
Peter Mueller & Andreas Sobczyk & Tommie Harris & Dani Gugolz & Kai Strauss & Tom Müller,Peter Mueller & Andreas Sobczyk & Tommie Harris & Dani Gugolz & Kai Strauss & Tom Müller,1,low,false,
Peter Paul & Mary,Peter Paul & Mary,1,low,false,
Peter Paul And Mary,Peter Paul And Mary,1,low,false,
"Peter, Paul & Mary","Peter, Paul & Mary",1,low,false,
Pfeffer,Pfeffer,1,low,false,
Phantom Rockers,Phantom Rockers,1,low,false,
Pheel Balliana,Pheel Balliana,1,low,false,
Phil Barclay & The Sliders,Phil Barclay & The Sliders,1,low,false,
Phil Odgers,Phil Odgers,1,low,false,
Philip Doyle feat Alice Panchenko,Philip Doyle feat Alice Panchenko,1,low,false,
Philipp van Endert Trio,Philipp van Endert Trio,1,low,false,
Phish,Phish,1,low,false,
Phyllis Hyman,Phyllis Hyman,1,low,false,
Piero Piccioni,Piero Piccioni,1,low,false,
"Piero Piccioni, Edda Dell'Orso","Piero Piccioni, Edda Dell'Orso",1,low,false,
Pink Turtle,Pink Turtle,1,low,false,
Pitmen,Pitmen,1,low,false,
PJ Harvey,PJ Harvey,1,low,false,
Plains,Plains,1,low,false,
Plankton,Plankton,1,low,false,
Pleasure of Decay,Pleasure of Decay,1,low,false,
Pleasure of Decay feat Bad Angels,Pleasure of Decay feat Bad Angels,1,low,false,
Pogues,Pogues,1,low,false,
Pointbreak,Pointbreak,1,low,false,
Pollo del Mar,Pollo del Mar,1,low,false,
Poltva Rats,Poltva Rats,1,low,false,
Pomplamoose,Pomplamoose,1,low,false,
Pram,Pram,1,low,false,
Pri Souza,Pri Souza,1,low,false,
Primal Scream,Primal Scream,1,low,false,
Primitive Roadrunners,Primitive Roadrunners,1,low,false,
PROOT,PROOT,1,low,false,
Propellors,Propellors,1,low,false,
Psychedelic Breakfast,Psychedelic Breakfast,1,low,false,
Psycho Devilles,Psycho Devilles,1,low,false,
Psycho Tendencies,Psycho Tendencies,1,low,false,
Puccio Roelens,Puccio Roelens,1,low,false,
Puppini Sisters,Puppini Sisters,1,low,false,
Putte Wickman,Putte Wickman,1,low,false,
Quarter Mile Combo,Quarter Mile Combo,1,low,false,
Quarteto Scherzo,Quarteto Scherzo,1,low,false,
Quatro,Quatro,1,low,false,
Quentin Brothers,Quentin Brothers,1,low,false,
Rachael Wood,Rachael Wood,1,low,false,
Rachel Baiman & Caroline Spence,Rachel Baiman & Caroline Spence,1,low,false,
Rachel Baiman & Kris Drever,Rachel Baiman & Kris Drever,1,low,false,
Rachel Baiman + Pony Bradshaw,Rachel Baiman + Pony Bradshaw,1,low,false,
Rachel Baiman with Anthony da Costa,Rachel Baiman with Anthony da Costa,1,low,false,
Radio Pachuco,Radio Pachuco,1,low,false,
Radio Roadhouse,Radio Roadhouse,1,low,false,
Rainy Day,Rainy Day,1,low,false,
Rainy Eyes,Rainy Eyes,1,low,false,
Ralph Dollimore And His Orchestra,Ralph Dollimore And His Orchestra,1,low,false,
Ralph McTell,Ralph McTell,1,low,false,
Ramblin' Jack Elliott,Ramblin' Jack Elliott,1,low,false,
Randy and The Rainbows,Randy and The Rainbows,1,low,false,
Randy Palmer,Randy Palmer,1,low,false,
Randy Travis,Randy Travis,1,low,false,
Raul Midón & Terence Blanchard,Raul Midón & Terence Blanchard,1,low,false,
Ray Campi,Ray Campi,1,low,false,
Ray Charles & The Count Basie Orchestra,Ray Charles & The Count Basie Orchestra,1,low,false,
Ray Collins’ HOT-CLUB,Ray Collins’ HOT-CLUB,1,low,false,
Ray Martin & His Orchestra,Ray Martin & His Orchestra,1,low,false,
Razorblades,Razorblades,1,low,false,
Reba McEntire,Reba McEntire,1,low,false,
Rebekka Lundstrøm,Rebekka Lundstrøm,1,low,false,
Reckless Ones,Reckless Ones,1,low,false,
Record Club,Record Club,1,low,false,
Red Clay River,Red Clay River,1,low,false,
Red Planets,Red Planets,1,low,false,
REMEZ & Sestra Blyznyuchka,REMEZ & Sestra Blyznyuchka,1,low,false,
Remigio Ducros,Remigio Ducros,1,low,false,
Renato Carosone,Renato Carosone,1,low,false,
REQ'D,REQ'D,1,low,false,
Respect Your Mom,Respect Your Mom,1,low,false,
Restless,Restless,1,low,false,
Retro21 Band,Retro21 Band,1,low,false,
Reverb Again,Reverb Again,1,low,false,
Reverend Beat-Man,Reverend Beat-Man,1,low,false,
Reverend Organdrum,Reverend Organdrum,1,low,false,
Reverend Red,Reverend Red,1,low,false,
Rezso Seress,Rezso Seress,1,low,false,
Rhett Akins,Rhett Akins,1,low,false,
Rhonda Vincent and the Rage,Rhonda Vincent and the Rage,1,low,false,
Rhythms Del Mundo feat. KT Tunstall,Rhythms Del Mundo feat. KT Tunstall,1,low,false,
Richard Arnold,Richard Arnold,1,low,false,
Richard Barone,Richard Barone,1,low,false,
Richie Allen & The Pacific Surfers,Richie Allen & The Pacific Surfers,1,low,false,
Rick Whittell,Rick Whittell,1,low,false,
Ricky King,Ricky King,1,low,false,
Righteous Brothers,Righteous Brothers,1,low,false,
Riot Rockers,Riot Rockers,1,low,false,
Riz Ortolani,Riz Ortolani,1,low,false,
Riz Ortolani e Nino Oliviero,Riz Ortolani e Nino Oliviero,1,low,false,
Robert And The Roboters,Robert And The Roboters,1,low,false,
Robert Gordon with Emanuela Hutter,Robert Gordon with Emanuela Hutter,1,low,false,
Robert Gordon with Joe Louis Walker,Robert Gordon with Joe Louis Walker,1,low,false,
"Robert Gordon, Jordan Rudess, Steve Morse, Nik Turner","Robert Gordon, Jordan Rudess, Steve Morse, Nik Turner",1,low,false,
Robert Parker,Robert Parker,1,low,false,
Roberta Flack,Roberta Flack,1,low,false,
Robin Dransfield,Robin Dransfield,1,low,false,
Rockin' Louie,Rockin' Louie,1,low,false,
Rockland Ladies,Rockland Ladies,1,low,false,
Rodney Crowell,Rodney Crowell,1,low,false,
Roger & The Wraybands,Roger & The Wraybands,1,low,false,
Roland Shaw & His Orchestra,Roland Shaw & His Orchestra,1,low,false,
Rollin' Dice,Rollin' Dice,1,low,false,
Rolling Stones,Rolling Stones,1,low,false,
Rollo Brothers,Rollo Brothers,1,low,false,
Romolo Grano & Gianni Oddi,Romolo Grano & Gianni Oddi,1,low,false,
Ron Sunshine & Full Swing,Ron Sunshine & Full Swing,1,low,false,
Ronnie Dyson,Ronnie Dyson,1,low,false,
Rosabella Gregory,Rosabella Gregory,1,low,false,
Rose City Band,Rose City Band,1,low,false,
Roseann Sureda,Roseann Sureda,1,low,false,
ROSS BAGDASARIAN,ROSS BAGDASARIAN,1,low,false,
Rowland S. Howard,Rowland S. Howard,1,low,false,
Royal Guardsman,Royal Guardsman,1,low,false,
Royalty,Royalty,1,low,false,
Ruby Ann & The Boppin' Boozers,Ruby Ann & The Boppin' Boozers,1,low,false,
Ruen Brothers,Ruen Brothers,1,low,false,
Ruki'v Bryuki,Ruki'v Bryuki,1,low,false,
Rumble King,Rumble King,1,low,false,
Russ Shipton,Russ Shipton,1,low,false,
Rustix,Rustix,1,low,false,
Ry Cooder,Ry Cooder,1,low,false,
Ryan Chrys & the Rough Cuts,Ryan Chrys & the Rough Cuts,1,low,false,
Ryan Ricks,Ryan Ricks,1,low,false,
Sade,Sade,1,low,false,
Saker,Saker,1,low,false,
Sam Mundy,Sam Mundy,1,low,false,
Same Old Story Blues Band,Same Old Story Blues Band,1,low,false,
Sammy Davis Jr.,Sammy Davis Jr.,1,low,false,
Sandie Shaw,Sandie Shaw,1,low,false,
Sandra Vanreys,Sandra Vanreys,1,low,false,
Sandro Brugnolini,Sandro Brugnolini,1,low,false,
Sangue de Androide,Sangue de Androide,1,low,false,
Santiago Bernhardt,Santiago Bernhardt,1,low,false,
Santo & Johnny,Santo & Johnny,1,low,false,
Santo & Johnny Farina,Santo & Johnny Farina,1,low,false,
Sara Bareilles,Sara Bareilles,1,low,false,
Sara Bradaschia and Emanuele Grafitti,Sara Bradaschia and Emanuele Grafitti,1,low,false,
Sara Gazarek,Sara Gazarek,1,low,false,
Sarabeth Tucek,Sarabeth Tucek,1,low,false,
Sarah Darling,Sarah Darling,1,low,false,
Sarah Eddy,Sarah Eddy,1,low,false,
Sarah McLachlan,Sarah McLachlan,1,low,false,
Sarah Noell,Sarah Noell,1,low,false,
Sarah Rose,Sarah Rose,1,low,false,
Sarah Shook & the Disarmers,Sarah Shook & the Disarmers,1,low,false,
Sarina Haggarty,Sarina Haggarty,1,low,false,
Satvrne,Satvrne,1,low,false,
Sax Gordon,Sax Gordon,1,low,false,
Scared Stiff,Scared Stiff,1,low,false,
Scott Bradlee's Postmodern Jukebox,Scott Bradlee's Postmodern Jukebox,1,low,false,
Scott Bradlee's Postmodern Jukebox & Dave Koz,Scott Bradlee's Postmodern Jukebox & Dave Koz,1,low,false,
Screamin Meemies,Screamin Meemies,1,low,false,
Screamin' Sirens!,Screamin' Sirens!,1,low,false,
Screamin` Meemies,Screamin` Meemies,1,low,false,
Seal,Seal,1,low,false,
Secret Agent,Secret Agent,1,low,false,
Seeds,Seeds,1,low,false,
Segensklang,Segensklang,1,low,false,
Senketsu No Night Club,Senketsu No Night Club,1,low,false,
Serge Fontane,Serge Fontane,1,low,false,
Sergio Mendes and Brasil 66,Sergio Mendes and Brasil 66,1,low,false,
Sestetto Dino Piana & Oscar Valdambrini,Sestetto Dino Piana & Oscar Valdambrini,1,low,false,
Sex Pistols,Sex Pistols,1,low,false,
Shakey Horton (Big Walter Horton),Shakey Horton (Big Walter Horton),1,low,false,
Shaky Hollows,Shaky Hollows,1,low,false,
Shane Fenton & The Fentones,Shane Fenton & The Fentones,1,low,false,
Shane Vain & The Village Vandals,Shane Vain & The Village Vandals,1,low,false,
Shangrilas,Shangrilas,1,low,false,
Shani Weiss,Shani Weiss,1,low,false,
Shannon Wardrop,Shannon Wardrop,1,low,false,
Shefita and Sabbaba,Shefita and Sabbaba,1,low,false,
Sheila K Cameron (SKC),Sheila K Cameron (SKC),1,low,false,
Shelby Merry,Shelby Merry,1,low,false,
Shocking blue,Shocking blue,1,low,false,
Shoobies,Shoobies,1,low,false,
Shoot the Pier,Shoot the Pier,1,low,false,
Shovels & Rope & Shakey Graves,Shovels & Rope & Shakey Graves,1,low,false,
Shovels & Rope with Preservation Hall Jazz Band,Shovels & Rope with Preservation Hall Jazz Band,1,low,false,
Shovels and Rope feat. John Fullbright,Shovels and Rope feat. John Fullbright,1,low,false,
Sick City Daggers,Sick City Daggers,1,low,false,
Sidewalk Skipper Band,Sidewalk Skipper Band,1,low,false,
Sidney Bechet,Sidney Bechet,1,low,false,
Silkworm,Silkworm,1,low,false,
Silver Jews,Silver Jews,1,low,false,
Simon Crashly & The Roadmasters,Simon Crashly & The Roadmasters,1,low,false,
Sing Song,Sing Song,1,low,false,
Sing Swing,Sing Swing,1,low,false,
Sinister Twist,Sinister Twist,1,low,false,
Siouxsie And The Banshees,Siouxsie And The Banshees,1,low,false,
Sir Julian & His Orchestra,Sir Julian & His Orchestra,1,low,false,
Six Fingered People,Six Fingered People,1,low,false,
Sky Rockets,Sky Rockets,1,low,false,
Slade,Slade,1,low,false,
Sleeper Bill,Sleeper Bill,1,low,false,
Slim Gaillard,Slim Gaillard,1,low,false,
Slow Motion Cowboys,Slow Motion Cowboys,1,low,false,
Slowey & The Boats ft. Shannon McGill,Slowey & The Boats ft. Shannon McGill,1,low,false,
Smog,Smog,1,low,false,
Solo Rhodes,Solo Rhodes,1,low,false,
Sonic Youth,Sonic Youth,1,low,false,
Sonichris,Sonichris,1,low,false,
Sonics,Sonics,1,low,false,
Sonny Rollins Quintet,Sonny Rollins Quintet,1,low,false,
Sophie B. Hawkins,Sophie B. Hawkins,1,low,false,
Soul Asylum,Soul Asylum,1,low,false,
Southern Culture On The Skids,Southern Culture On The Skids,1,low,false,
Southern Tropical Harmony Steel Band,Southern Tropical Harmony Steel Band,1,low,false,
Space PsychoTropic Plank-Tone,Space PsychoTropic Plank-Tone,1,low,false,
Spanky & Our Gang,Spanky & Our Gang,1,low,false,
Spanky and Our Gang,Spanky and Our Gang,1,low,false,
Spellbound,Spellbound,1,low,false,
Spiv Brativ,Spiv Brativ,1,low,false,
Splitsville,Splitsville,1,low,false,
SpyTones,SpyTones,1,low,false,
St. Vincent & Thomas Bartlett,St. Vincent & Thomas Bartlett,1,low,false,
St.Vincent,St.Vincent,1,low,false,
Stan Getz & Gerry Mulligan,Stan Getz & Gerry Mulligan,1,low,false,
Starlite & Campbell,Starlite & Campbell,1,low,false,
Starlite Campbell Band,Starlite Campbell Band,1,low,false,
Steely Dan,Steely Dan,1,low,false,
Stefano Torossi,Stefano Torossi,1,low,false,
Stellar Blue,Stellar Blue,1,low,false,
Stellar Corpses,Stellar Corpses,1,low,false,
Stephen 'Tin Tin' Duffy,Stephen 'Tin Tin' Duffy,1,low,false,
Stephen Lloyd,Stephen Lloyd,1,low,false,
Steve Alaimo,Steve Alaimo,1,low,false,
Steve Allen & George Cates & His Orchestra,Steve Allen & George Cates & His Orchestra,1,low,false,
Steve Harley,Steve Harley,1,low,false,
Steve Harley and Cockney Rebel,Steve Harley and Cockney Rebel,1,low,false,
Steve Mancha,Steve Mancha,1,low,false,
Steve Peisch ft. Suzanne Buell,Steve Peisch ft. Suzanne Buell,1,low,false,
Steve ´N´ Seagulls,Steve ´N´ Seagulls,1,low,false,
Steve ‘n’ Seagulls,Steve ‘n’ Seagulls,1,low,false,
Stevie D & the D-Tones,Stevie D & the D-Tones,1,low,false,
Stevie Wonder,Stevie Wonder,1,low,false,
Sting Kong,Sting Kong,1,low,false,
Strange Waters,Strange Waters,1,low,false,
Strawberry Switchblade,Strawberry Switchblade,1,low,false,
Strawman,Strawman,1,low,false,
Studeo,Studeo,1,low,false,
Sue Foley,Sue Foley,1,low,false,
Sugarpie and The Candymen,Sugarpie and The Candymen,1,low,false,
Suicide,Suicide,1,low,false,
Summer Set,Summer Set,1,low,false,
Sun Bus,Sun Bus,1,low,false,
Surf Muscle,Surf Muscle,1,low,false,
Surf Terraneos,Surf Terraneos,1,low,false,
Surfadelica,Surfadelica,1,low,false,
Surfuzzes,Surfuzzes,1,low,false,
Susan Tedeschi,Susan Tedeschi,1,low,false,
Suzi Quatro,Suzi Quatro,1,low,false,
Swamp Coolers,Swamp Coolers,1,low,false,
Sweet Emma and the Mood Swingers,Sweet Emma and the Mood Swingers,1,low,false,
Sydne Rome,Sydne Rome,1,low,false,
Sylvia,Sylvia,1,low,false,
Sylvia Sands,Sylvia Sands,1,low,false,
Symeon Cosburn,Symeon Cosburn,1,low,false,
Szafran Swingin' Orchestra,Szafran Swingin' Orchestra,1,low,false,
SЮR BAND,SЮR BAND,1,low,false,
SЮR Band,SЮR Band,1,low,false,
T Rex,T Rex,1,low,false,
Tadd Dameron & John Coltrane,Tadd Dameron & John Coltrane,1,low,false,
Take Five Quintet,Take Five Quintet,1,low,false,
Tammy Marler,Tammy Marler,1,low,false,
Tanita Tikaram,Tanita Tikaram,1,low,false,
Tanque Rudy Sheri Corleone,Tanque Rudy Sheri Corleone,1,low,false,
Tanya Tucker,Tanya Tucker,1,low,false,
Tea Ship,Tea Ship,1,low,false,
Teenage Fanclub & Donna Matthews,Teenage Fanclub & Donna Matthews,1,low,false,
Tenille Townes,Tenille Townes,1,low,false,
Tennessee Brando,Tennessee Brando,1,low,false,
Tennessee Drifters,Tennessee Drifters,1,low,false,
Tennessee Ernie,Tennessee Ernie,1,low,false,
The 415s,The 415s,1,low,false,
The 5.6.7.8's,The 5.6.7.8's,1,low,false,
The Album Show,The Album Show,1,low,false,
The Allman Brothers Band,The Allman Brothers Band,1,low,false,
The Angry Red Planet,The Angry Red Planet,1,low,false,
The Aquaholics,The Aquaholics,1,low,false,
The Astronaut Arcade,The Astronaut Arcade,1,low,false,
The Atomic Fireballs,The Atomic Fireballs,1,low,false,
The Baboons,The Baboons,1,low,false,
The Backwood Boys,The Backwood Boys,1,low,false,
The Balboas,The Balboas,1,low,false,
The Bangles,The Bangles,1,low,false,
The Barntwisters,The Barntwisters,1,low,false,
The Baronics,The Baronics,1,low,false,
The Be Good Tanyas,The Be Good Tanyas,1,low,false,
The Beach Bunnies,The Beach Bunnies,1,low,false,
The Beat From Palookaville,The Beat From Palookaville,1,low,false,
The Beverly Bombshells,The Beverly Bombshells,1,low,false,
The Big Red Rocket,The Big Red Rocket,1,low,false,
The Big Swell Drifters,The Big Swell Drifters,1,low,false,
The Big Three feat Mama Cass,The Big Three feat Mama Cass,1,low,false,
The Billy Rats,The Billy Rats,1,low,false,
The Billy Rubin Trio,The Billy Rubin Trio,1,low,false,
The Black Crowes,The Black Crowes,1,low,false,
The Black Heart Procession,The Black Heart Procession,1,low,false,
The Blasters,The Blasters,1,low,false,
The Blind Roosters,The Blind Roosters,1,low,false,
